Count,Site_Visit_ID,Project_Name,Entity_Type,Planned_Field_Work_or_Quarter,MA_Activity,Province_Name_[Auto-Filled],District_Name_[Auto-Filled],Province_verification_based_on_district,Entity.Type,Date.of.Sampling.Confirmation,Planned.Field.Work.Period.(Category).-.Duplicate,Date.of.SV.Infrastructure.Monitoring,Status.of.SV.Infrastructure.Monitoring,Date.of.SV.Soft.Component.Monitoring,Status.of.SV.Soft.Component.Monitoring,Status.of.Physical.and.Social.SV,Type.of.reporting
9167,TAPIPM45561PM425,TAPI,Energy Sector,1/12/2025,Site Visit,Farah,Bala Buluk,Farah,School,9/24/2024,9/28/2024,,Not applicable,,Completed,Completed,Regular
10398,TAPIPM45562PM426,TAPI,Energy Sector,1/12/2025,Site Visit,Panjsher,Khenj,Panjsher,School,9/25/2024,9/29/2024,,Not applicable,,Completed,Completed,Regular
3679,TAPIPM45563PM427,TAPI,Energy Sector,1/12/2025,Site Visit,Kabul,Chahar Asyab,Kabul,CBE,9/26/2024,9/30/2024,,Not applicable,,Completed,Completed,Regular
3688,TAPIPM45564PM428,TAPI,Energy Sector,1/12/2025,Site Visit,Kabul,Khak-e-Jabbar,Kabul,CBE,9/27/2024,10/1/2024,,Not applicable,,Completed,Completed,Regular
4462,TAPIPM45565PM429,TAPI,Energy Sector,1/12/2025,Site Visit,Parwan,Shekh Ali,Parwan,School,9/28/2024,10/2/2024,,Not applicable,,Completed,Completed,Regular
4522,TAPIPM45566PM430,TAPI,Energy Sector,1/12/2025,Site Visit,Logar,Azra,Logar,School,9/29/2024,10/3/2024,,Not applicable,,Completed,Completed,Regular
3748,TAPIPM45567PM431,TAPI,Energy Sector,1/12/2025,Site Visit,Kunduz,Khan Abad,Kunduz,CBE,9/30/2024,10/4/2024,,Not applicable,,Completed,Completed,Regular
10192,TAPIPM45568PM432,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Khogyani,Nangarhar,School,10/1/2024,10/5/2024,,Not applicable,,Completed,Completed,Regular
4293,TAPIPM45569PM433,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Khogyani,Nangarhar,School,10/2/2024,10/6/2024,,Not applicable,,Completed,Completed,Regular
9296,TAPIPM45570PM434,TAPI,Energy Sector,1/12/2025,Site Visit,Ghazni,Jaghatu,Ghazni,School,10/3/2024,10/7/2024,,Not applicable,,Completed,Completed,Regular
3782,TAPIPM45571PM435,TAPI,Energy Sector,1/12/2025,Site Visit,Logar,Kharwar,Logar,CBE,10/4/2024,10/8/2024,,Not applicable,,Completed,Completed,Regular
3696,TAPIPM45572PM436,TAPI,Energy Sector,1/12/2025,Site Visit,Kabul,Surobi,Kabul,CBE,10/5/2024,10/9/2024,,Not applicable,,Completed,Completed,Regular
4938,TAPIPM45573PM437,TAPI,Energy Sector,1/12/2025,Site Visit,Kunduz,Dasht-e-Archi,Kunduz,School,10/6/2024,10/10/2024,,Not applicable,,Completed,Completed,Regular
5420,TAPIPM45574PM438,TAPI,Energy Sector,1/12/2025,Site Visit,Farah,Anar Dara,Farah,School,10/7/2024,10/11/2024,,Not applicable,,Completed,Completed,Regular
11299,TAPIPM45575PM439,TAPI,Energy Sector,1/12/2025,Site Visit,Maidan Wardak,Saydabad,Maidan Wardak,School,10/8/2024,10/12/2024,,Completed,,Not applicable,Completed,Regular
4884,TAPIPM45576PM440,TAPI,Energy Sector,1/12/2025,Site Visit,Takhar,Rostaq,Takhar,School,10/9/2024,10/13/2024,,Not applicable,,Completed,Completed,Regular
8652,TAPIPM45577PM441,TAPI,Energy Sector,1/12/2025,Site Visit,Bamyan,Waras,Bamyan,CBE,10/10/2024,10/14/2024,,Not applicable,,Cancelled,Cancelled,Regular
10217,TAPIPM45578PM442,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Pachir Wa Agam,Nangarhar,School,10/11/2024,10/15/2024,,Not applicable,,Cancelled,Cancelled,Regular
7310,TAPIPM45579PM443,TAPI,Energy Sector,1/12/2025,Site Visit,Laghman,Qarghayi,Laghman,School,10/12/2024,10/16/2024,,Not Applicable,2/24/2024,Completed,Completed,Regular
4725,TAPIPM45580PM444,TAPI,Energy Sector,1/12/2025,Site Visit,Paktya,Ahmadaba,Paktya,School,10/13/2024,10/17/2024,,Not applicable,,Completed,Completed,Regular
7250,TAPIPM45581PM445,TAPI,Energy Sector,1/12/2025,Site Visit,Laghman,Alingar,Laghman,School,10/14/2024,10/18/2024,,Not Applicable,3/18/2024,Completed,Completed,Regular
7258,TAPIPM45582PM446,TAPI,Energy Sector,1/12/2025,Site Visit,Laghman,Alingar,Laghman,School,10/15/2024,10/19/2024,,Not Applicable,3/2/2024,Completed,Completed,Regular
6905,TAPIPM45583PM447,TAPI,Energy Sector,1/12/2025,Site Visit,Farah,Qala-e-Kah,Farah,School,10/16/2024,10/20/2024,,Not Applicable,,Cancelled,Cancelled,Regular
7253,TAPIPM45584PM448,TAPI,Energy Sector,1/12/2025,Site Visit,Laghman,Alingar,Laghman,School,10/17/2024,10/21/2024,,Not Applicable,3/2/2024,Completed,Completed,Regular
9688,TAPIPM45585PM449,TAPI,Energy Sector,1/12/2025,Site Visit,Kabul,Kabul,Kabul,School,10/18/2024,10/22/2024,,Not applicable,,Completed,Completed,Regular
8866,TAPIPM45586PM450,TAPI,Energy Sector,1/12/2025,Site Visit,Badghis,Qadis,Badghis,School,10/19/2024,10/23/2024,,Not applicable,,Completed,Completed,Regular
3951,TAPIPM45587PM451,TAPI,Energy Sector,1/12/2025,Site Visit,Samangan,Hazrat-e-Sultan,Samangan,CBE,10/20/2024,10/24/2024,,Not applicable,,Completed,Completed,Regular
3619,TAPIPM45588PM452,TAPI,Energy Sector,1/12/2025,Site Visit,Ghazni,Khwaja Umari,Ghazni,CBE,10/21/2024,10/25/2024,,Not applicable,,Completed,Completed,Regular
9638,TAPIPM45589PM453,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Mardyan,Jawzjan,School,10/22/2024,10/26/2024,,Not applicable,,Cancelled,Cancelled,Regular
4556,TAPIPM45590PM454,TAPI,Energy Sector,1/12/2025,Site Visit,Panjsher,Anawa,Panjsher,School,10/23/2024,10/27/2024,,Not applicable,,Completed,Completed,Regular
11403,TAPIPM45591PM455,TAPI,Energy Sector,1/12/2025,Site Visit,Paktya,Gardez,Paktya,IP Level,10/24/2024,10/28/2024,,Not applicable,,Completed,Completed,Regular
5146,TAPIPM45592PM456,TAPI,Energy Sector,1/12/2025,Site Visit,Daykundi,Miramor,Daykundi,School,10/25/2024,10/29/2024,,Not applicable,,Completed,Completed,Regular
3653,TAPIPM45593PM457,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Mingajik,Jawzjan,CBE,10/26/2024,10/30/2024,,Not applicable,,Completed,Completed,Regular
7178,TAPIPM45594PM458,TAPI,Energy Sector,1/12/2025,Site Visit,Kandahar,Zheray,Kandahar,School,10/27/2024,10/31/2024,,Not Applicable,3/13/2024,Completed,Completed,Regular
4632,TAPIPM45595PM459,TAPI,Energy Sector,1/12/2025,Site Visit,Bamyan,Waras,Bamyan,School,10/28/2024,11/1/2024,,Not applicable,,Completed,Completed,Regular
8998,TAPIPM45596PM460,TAPI,Energy Sector,1/12/2025,Site Visit,Balkh,Keshendeh,Balkh,School,10/29/2024,11/2/2024,,Not applicable,,Cancelled,Cancelled,Regular
8580,TAPIPM45597PM461,TAPI,Energy Sector,1/12/2025,Site Visit,Badakhshan,Shuhada,Badakhshan,CBE,10/30/2024,11/3/2024,,Not applicable,,Cancelled,Cancelled,Regular
9427,TAPIPM45598PM462,TAPI,Energy Sector,1/12/2025,Site Visit,Ghor,Saghar,Ghor,School,10/31/2024,11/4/2024,,Not applicable,,Cancelled,Cancelled,Regular
10050,TAPIPM45599PM463,TAPI,Energy Sector,1/12/2025,Site Visit,Logar,Azra,Logar,School,11/1/2024,11/5/2024,,Not applicable,,Cancelled,Cancelled,Regular
7644,TAPIPM45600PM464,TAPI,Energy Sector,1/12/2025,Site Visit,Laghman,Baadpukh,Laghman,School,11/2/2024,11/6/2024,,Not Applicable,3/22/2024,Completed,Completed,Regular
8908,TAPIPM45601PM465,TAPI,Energy Sector,1/12/2025,Site Visit,Baghlan,Deh Salah,Baghlan,School,11/3/2024,11/7/2024,,Not applicable,,Completed,Completed,Regular
9001,TAPIPM45602PM466,TAPI,Energy Sector,1/12/2025,Site Visit,Balkh,Khulm,Balkh,School,11/4/2024,11/8/2024,,Not applicable,,Completed,Completed,Regular
6957,TAPIPM45603PM467,TAPI,Energy Sector,1/12/2025,Site Visit,Ghor,Feroz Koh,Ghor,School,11/5/2024,11/9/2024,,Not Applicable,3/14/2024,Completed,Completed,Regular
6998,TAPIPM45604PM468,TAPI,Energy Sector,1/12/2025,Site Visit,Hilmand,Garmser,Hilmand,School,11/6/2024,11/10/2024,,Not Applicable,3/20/2024,Completed,Completed,Regular
10405,TAPIPM45605PM469,TAPI,Energy Sector,1/12/2025,Site Visit,Parwan,Bagram,Parwan,School,11/7/2024,11/11/2024,,Not applicable,,Completed,Completed,Regular
4758,TAPIPM45606PM470,TAPI,Energy Sector,1/12/2025,Site Visit,Khost,Gurbuz,Khost,School,11/8/2024,11/12/2024,,Not applicable,,Completed,Completed,Regular
9771,TAPIPM45607PM471,TAPI,Energy Sector,1/12/2025,Site Visit,Kabul,Surobi,Kabul,School,11/9/2024,11/13/2024,,Not applicable,,Cancelled,Cancelled,Regular
8727,TAPIPM45608PM472,TAPI,Energy Sector,1/12/2025,Site Visit,Badakhshan,Darwaz-e-Balla,Badakhshan,School,11/10/2024,11/14/2024,,Not applicable,,Cancelled,Cancelled,Regular
9298,TAPIPM45609PM473,TAPI,Energy Sector,1/12/2025,Site Visit,Ghazni,Jaghuri,Ghazni,School,11/11/2024,11/15/2024,,Not applicable,,Cancelled,Cancelled,Regular
10019,TAPIPM45610PM474,TAPI,Energy Sector,1/12/2025,Site Visit,Kunduz,Qala-e-Zal,Kunduz,School,11/12/2024,11/16/2024,,Not applicable,,Cancelled,Cancelled,Regular
8432,TAPIPM45611PM475,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Shiberghan,Jawzjan,Village,11/13/2024,11/17/2024,,Not Applicable,,Completed,Completed,Regular
9277,TAPIPM45612PM476,TAPI,Energy Sector,1/12/2025,Site Visit,Ghazni,Gelan,Ghazni,School,11/14/2024,11/18/2024,,Not applicable,,Cancelled,Cancelled,Regular
11192,TAPIPM45613PM477,TAPI,Energy Sector,1/12/2025,Site Visit,Paktika,Nika,Paktika,School,11/15/2024,11/19/2024,,Completed,,Not applicable,Completed,Regular
4218,TAPIPM45614PM478,TAPI,Energy Sector,1/12/2025,Site Visit,Kabul,Chahar Asyab,Kabul,CBE,11/16/2024,11/20/2024,,,,Completed,Completed,Regular
4209,TAPIPM45615PM479,TAPI,Energy Sector,1/12/2025,Site Visit,Bamyan,Panjab,Bamyan,CBE,11/17/2024,11/21/2024,,Not applicable,,Cancelled,Cancelled,Regular
8388,TAPIPM45616PM480,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Shiberghan,Jawzjan,Village,11/18/2024,11/22/2024,,Not Applicable,,Completed,Completed,Regular
10100,TAPIPM45617PM481,TAPI,Energy Sector,1/12/2025,Site Visit,Maidan Wardak,Hesa-e-Awal-e-Behsud,Maidan Wardak,School,11/19/2024,11/23/2024,,Not applicable,,Cancelled,Cancelled,Regular
6852,TAPIPM45618PM482,TAPI,Energy Sector,1/12/2025,Site Visit,Farah,Farah,Farah,School,11/20/2024,11/24/2024,,Not Applicable,,Cancelled,Cancelled,Regular
10466,TAPIPM45619PM483,TAPI,Energy Sector,1/12/2025,Site Visit,Samangan,Dara-e-Suf-e-Bala,Samangan,School,11/21/2024,11/25/2024,,Not applicable,,Cancelled,Cancelled,Regular
10238,TAPIPM45620PM484,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Surkh Rod,Nangarhar,School,11/22/2024,11/26/2024,,Not applicable,,Completed,Completed,Regular
4791,TAPIPM45621PM485,TAPI,Energy Sector,1/12/2025,Site Visit,Nuristan,Nurgaram,Nuristan,School,11/23/2024,11/27/2024,,Not applicable,,Completed,Completed,Regular
7594,TAPIPM45622PM486,TAPI,Energy Sector,1/12/2025,Site Visit,Nimroz,Dil Aram,Nimroz,School,11/24/2024,11/28/2024,,Not Applicable,3/10/2024,Completed,Completed,Regular
7419,TAPIPM45623PM487,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Deh Bala,Nangarhar,School,11/25/2024,11/29/2024,,Not Applicable,,Cancelled,Cancelled,Regular
8252,TAPIPM45624PM488,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Khanaqa,Jawzjan,Village,11/26/2024,11/30/2024,,Not Applicable,,Completed,Completed,Regular
7156,TAPIPM45625PM489,TAPI,Energy Sector,1/12/2025,Site Visit,Kandahar,Shorabak,Kandahar,School,11/27/2024,12/1/2024,,Not Applicable,2/27/2024,Completed,Completed,Regular
8284,TAPIPM45626PM490,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Shiberghan,Jawzjan,Village,11/28/2024,12/2/2024,,Not Applicable,,Completed,Completed,Regular
11312,TAPIPM45627PM491,TAPI,Energy Sector,1/12/2025,Site Visit,Hilmand,Garmser,Hilmand,School,11/29/2024,12/3/2024,,Completed,,Not applicable,Completed,Regular
3708,TAPIPM45628PM492,TAPI,Energy Sector,1/12/2025,Site Visit,Kabul,Paghman,Kabul,CBE,11/30/2024,12/4/2024,,Not applicable,,Completed,Completed,Regular
3522,TAPIPM45629PM493,TAPI,Energy Sector,1/12/2025,Site Visit,Balkh,Khulm,Balkh,CBE,12/1/2024,12/5/2024,,Not applicable,,Completed,Completed,Regular
11247,TAPIPM45630PM494,TAPI,Energy Sector,1/12/2025,Site Visit,Takhar,Taloqan,Takhar,School,12/2/2024,12/6/2024,,Completed,,Not applicable,Completed,Regular
4463,TAPIPM45631PM495,TAPI,Energy Sector,1/12/2025,Site Visit,Parwan,Shekh Ali,Parwan,School,12/3/2024,12/7/2024,,Not applicable,,Completed,Completed,Regular
9251,TAPIPM45632PM496,TAPI,Energy Sector,1/12/2025,Site Visit,Faryab,Qaysar,Faryab,School,12/4/2024,12/8/2024,,Not applicable,,Completed,Completed,Regular
7158,TAPIPM45633PM497,TAPI,Energy Sector,1/12/2025,Site Visit,Kandahar,Shorabak,Kandahar,School,12/5/2024,12/9/2024,,Not Applicable,3/2/2024,Completed,Completed,Regular
9106,TAPIPM45634PM498,TAPI,Energy Sector,1/12/2025,Site Visit,Daykundi,Ashtarlay,Daykundi,School,12/6/2024,12/10/2024,,Not applicable,,Cancelled,Cancelled,Regular
7806,TAPIPM45635PM499,TAPI,Energy Sector,1/12/2025,Site Visit,Kunar,Chawkay,Kunar,School,12/7/2024,12/11/2024,,Not applicable,,Cancelled,Cancelled,Regular
6981,TAPIPM45636PM500,TAPI,Energy Sector,1/12/2025,Site Visit,Ghor,Feroz Koh,Ghor,School,12/8/2024,12/12/2024,,Not Applicable,2/28/2024,Completed,Completed,Regular
9913,TAPIPM45637PM501,TAPI,Energy Sector,1/12/2025,Site Visit,Kunar,Ghazi Abad,Kunar,School,12/9/2024,12/13/2024,,Not applicable,,Completed,Completed,Regular
8743,TAPIPM45638PM502,TAPI,Energy Sector,1/12/2025,Site Visit,Badakhshan,Jorm,Badakhshan,School,12/10/2024,12/14/2024,,Not applicable,,Completed,Completed,Regular
4119,TAPIPM45639PM503,TAPI,Energy Sector,1/12/2025,Site Visit,Laghman,Dawlatshah,Laghman,DISTRICT,12/11/2024,12/15/2024,,Not applicable,,Completed,Completed,Regular
8611,TAPIPM45640PM504,TAPI,Energy Sector,1/12/2025,Site Visit,Kabul,Musahi,Kabul,CBE,12/12/2024,12/16/2024,,Not applicable,,Completed,Completed,Regular
9462,TAPIPM45641PM505,TAPI,Energy Sector,1/12/2025,Site Visit,Hilmand,Garmser,Hilmand,School,12/13/2024,12/17/2024,,Not applicable,,Completed,Completed,Regular
3805,TAPIPM45642PM506,TAPI,Energy Sector,1/12/2025,Site Visit,Maidan Wardak,Chak-e-Wardak,Maidan Wardak,CBE,12/14/2024,12/18/2024,,Not applicable,,Completed,Completed,Regular
4831,TAPIPM45643PM507,TAPI,Energy Sector,1/12/2025,Site Visit,Badakhshan,Shahr-e-Buzorg,Badakhshan,School,12/15/2024,12/19/2024,,Not applicable,,Completed,Completed,Regular
7204,TAPIPM45644PM508,TAPI,Energy Sector,1/12/2025,Site Visit,Kunar,Khas Kunar,Kunar,School,12/16/2024,12/20/2024,,Not Applicable,2/28/2024,Completed,Completed,Regular
9676,TAPIPM45645PM509,TAPI,Energy Sector,1/12/2025,Site Visit,Kabul,Deh Sabz,Kabul,School,12/17/2024,12/21/2024,,Not applicable,,Cancelled,Cancelled,Regular
9395,TAPIPM45646PM510,TAPI,Energy Sector,1/12/2025,Site Visit,Ghor,Dawlatyar,Ghor,School,12/18/2024,12/22/2024,,Not applicable,,Completed,Completed,Regular
9863,TAPIPM45647PM511,TAPI,Energy Sector,1/12/2025,Site Visit,Khost,Musa Khel,Khost,School,12/19/2024,12/23/2024,,Not applicable,,Cancelled,Cancelled,Regular
10168,TAPIPM45648PM512,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Dara-e-Nur,Nangarhar,School,12/20/2024,12/24/2024,,Not applicable,,Completed,Completed,Regular
8506,TAPIPM45649PM513,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,,,Village,12/21/2024,12/25/2024,,Not Applicable,,Completed,Completed,Regular
10658,TAPIPM45650PM514,TAPI,Energy Sector,1/12/2025,Site Visit,Zabul,Shinkay,Zabul,School,12/22/2024,12/26/2024,,Not applicable,,Completed,Completed,Regular
10088,TAPIPM45651PM515,TAPI,Energy Sector,1/12/2025,Site Visit,Maidan Wardak,Chak-e-Wardak,Maidan Wardak,School,12/23/2024,12/27/2024,,Not applicable,,Completed,Completed,Regular
11227,TAPIPM45652PM516,TAPI,Energy Sector,1/12/2025,Site Visit,Panjsher,Dara,Panjsher,School,12/24/2024,12/28/2024,,Cancelled,,Not applicable,Cancelled,Regular
11236,TAPIPM45653PM517,TAPI,Energy Sector,1/12/2025,Site Visit,Faryab,Qaysar,Faryab,School,12/25/2024,12/29/2024,,Cancelled,,Not applicable,Cancelled,Regular
8357,TAPIPM45654PM518,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Mardyan,Jawzjan,Village,12/26/2024,12/30/2024,,Not Applicable,,Completed,Completed,Regular
10532,TAPIPM45655PM519,TAPI,Energy Sector,1/12/2025,Site Visit,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,School,12/27/2024,12/31/2024,,Not applicable,,Completed,Completed,Regular
4223,TAPIPM45656PM520,TAPI,Energy Sector,1/12/2025,Site Visit,Kunar,Dangam,Kunar,School,12/28/2024,1/1/2025,,Not applicable,,Completed,Completed,Regular
7681,TAPIPM45657PM521,TAPI,Energy Sector,1/12/2025,Site Visit,Laghman,Qarghayi,Laghman,CBE,12/29/2024,1/2/2025,,Not Applicable,,Completed,Completed,Regular
3675,TAPIPM45658PM522,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Aqcha,Jawzjan,CBE,12/30/2024,1/3/2025,,Not applicable,,Completed,Completed,Regular
4326,TAPIPM45659PM523,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Goshta,Nangarhar,School,12/31/2024,1/4/2025,,Not applicable,,Completed,Completed,Regular
9604,TAPIPM45660PM524,TAPI,Energy Sector,1/12/2025,Site Visit,Hirat,,,School,1/1/2025,1/5/2025,,Not applicable,,Cancelled,Cancelled,Regular
10348,TAPIPM45661PM525,TAPI,Energy Sector,1/12/2025,Site Visit,Paktya,Girda Seray,Paktya,School,1/2/2025,1/6/2025,,Not applicable,,Completed,Completed,Regular
3906,TAPIPM45662PM526,TAPI,Energy Sector,1/12/2025,Site Visit,Paktya,Zurmat,Paktya,CBE,1/3/2025,1/7/2025,,Not applicable,,Completed,Completed,Regular
7718,TAPIPM45663PM527,TAPI,Energy Sector,1/12/2025,Site Visit,Farah,Shibkoh,Farah,CBE,1/4/2025,1/8/2025,,Not Applicable,,Completed,Completed,Regular
10587,TAPIPM45664PM528,TAPI,Energy Sector,1/12/2025,Site Visit,Takhar,Kalafgan,Takhar,School,1/5/2025,1/9/2025,,Not applicable,,Cancelled,Cancelled,Regular
10551,TAPIPM45665PM529,TAPI,Energy Sector,1/12/2025,Site Visit,Takhar,Bangi,Takhar,School,1/6/2025,1/10/2025,,Not applicable,,Completed,Completed,Regular
3856,TAPIPM45666PM530,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Deh Bala,Nangarhar,CBE,1/7/2025,1/11/2025,,Not applicable,,Completed,Completed,Regular
11183,TAPIPM45667PM531,TAPI,Energy Sector,1/12/2025,Site Visit,Hilmand,Lashkargah,Hilmand,School,1/8/2025,1/12/2025,,Not applicable,,Completed,Completed,Regular
9136,TAPIPM45668PM532,TAPI,Energy Sector,1/12/2025,Site Visit,Daykundi,Miramor,Daykundi,School,1/9/2025,1/13/2025,,Not applicable,,Completed,Completed,Regular
11405,TAPIPM45669PM533,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Shiberghan,Jawzjan,IP Level,1/10/2025,1/14/2025,,Not applicable,,Completed,Completed,Regular
9787,TAPIPM45670PM534,TAPI,Energy Sector,1/12/2025,Site Visit,Kandahar,Maruf,Kandahar,School,1/11/2025,1/15/2025,,Not applicable,,Cancelled,Cancelled,Regular
4562,TAPIPM45671PM535,TAPI,Energy Sector,1/12/2025,Site Visit,Baghlan,Pul-e-Khumri,Baghlan,School,1/12/2025,1/16/2025,,Not applicable,,Completed,Completed,Regular
7636,TAPIPM45672PM536,TAPI,Energy Sector,1/12/2025,Site Visit,Kandahar,Maywand,Kandahar,School,1/13/2025,1/17/2025,,Not Applicable,3/21/2024,Completed,Completed,Regular
9367,TAPIPM45673PM537,TAPI,Energy Sector,1/12/2025,Site Visit,Ghor,Feroz Koh,Ghor,School,1/14/2025,1/18/2025,,Not applicable,,Cancelled,Cancelled,Regular
7470,TAPIPM45674PM538,TAPI,Energy Sector,1/12/2025,Site Visit,Nangarhar,Kot,Nangarhar,School,1/15/2025,1/19/2025,,Not Applicable,3/18/2024,Completed,Completed,Regular
4422,TAPIPM45675PM539,TAPI,Energy Sector,1/12/2025,Site Visit,Kapisa,Hisa-e-Awal-e-Kohistan,Kapisa,School,1/16/2025,1/20/2025,,Not applicable,,Completed,Completed,Regular
9658,TAPIPM45676PM540,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Shiberghan,Jawzjan,School,1/17/2025,1/21/2025,,Not applicable,,Completed,Completed,Regular
4789,TAPIPM45677PM541,TAPI,Energy Sector,1/12/2025,Site Visit,Nuristan,Wama,Nuristan,School,1/18/2025,1/22/2025,,Not applicable,,Completed,Completed,Regular
11333,TAPIPM45678PM542,TAPI,Energy Sector,1/12/2025,Site Visit,Baghlan,Doshi,Baghlan,School,1/19/2025,1/23/2025,,Completed,,Not applicable,Completed,Regular
5001,TAPIPM45679PM543,TAPI,Energy Sector,1/12/2025,Site Visit,Balkh,Dawlat Abad,Balkh,School,1/20/2025,1/24/2025,,Not applicable,,Completed,Completed,Regular
4187,TAPIPM45680PM544,TAPI,Energy Sector,1/12/2025,Site Visit,Bamyan,Panjab,Bamyan,CBE,1/21/2025,1/25/2025,,Not applicable,,Cancelled,Cancelled,Regular
5057,TAPIPM45681PM545,TAPI,Energy Sector,1/12/2025,Site Visit,Ghor,,,School,1/22/2025,1/26/2025,,Not applicable,,Completed,Completed,Regular
3799,TAPIPM45682PM546,TAPI,Energy Sector,1/12/2025,Site Visit,Maidan Wardak,Daymirdad,Maidan Wardak,CBE,1/23/2025,1/27/2025,,Not applicable,,Completed,Completed,Regular
10101,TAPIPM45683PM547,TAPI,Energy Sector,1/12/2025,Site Visit,Maidan Wardak,Hesa-e-Awal-e-Behsud,Maidan Wardak,School,1/24/2025,1/28/2025,,Not applicable,,Cancelled,Cancelled,Regular
10668,TAPIPM45684PM548,TAPI,Energy Sector,1/12/2025,Site Visit,Baghlan,Burka,Baghlan,School,1/25/2025,1/29/2025,,Not applicable,,Completed,Completed,Regular
9921,TAPIPM45685PM549,TAPI,Energy Sector,1/12/2025,Site Visit,Kunar,Marawara,Kunar,School,1/26/2025,1/30/2025,,Not applicable,,Completed,Completed,Regular
4713,TAPIPM45686PM550,TAPI,Energy Sector,1/12/2025,Site Visit,Paktika,Dila,Paktika,School,1/27/2025,1/31/2025,,Not applicable,,Completed,Completed,Regular
10126,TAPIPM45687PM551,TAPI,Energy Sector,1/12/2025,Site Visit,Maidan Wardak,Maydan Shahr,Maidan Wardak,School,1/28/2025,2/1/2025,,Not applicable,,Completed,Completed,Regular
8473,TAPIPM45688PM552,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,Mardyan,Jawzjan,Village,1/29/2025,2/2/2025,,Not Applicable,,Completed,Completed,Regular
8466,TAPIPM45689PM553,TAPI,Energy Sector,1/12/2025,Site Visit,Jawzjan,,,Village,1/30/2025,2/3/2025,,Not Applicable,,Completed,Completed,Regular
3740,TAPIPM45690PM554,TAPI,Energy Sector,1/12/2025,Site Visit,Kunduz,Dasht-e-Archi,Kunduz,CBE,1/31/2025,2/4/2025,,Not applicable,,Completed,Completed,Regular
9789,TAPIPM45691PM555,TAPI,Energy Sector,1/12/2025,Site Visit,Kandahar,Maruf,Kandahar,School,2/1/2025,2/5/2025,,Not applicable,,Cancelled,Cancelled,Regular
5288,TAPIPM45692PM556,TAPI,Energy Sector,1/12/2025,Site Visit,Badghis,Qala-e-Naw,Badghis,School,2/2/2025,2/6/2025,,Not applicable,,Completed,Completed,Regular
7174,TAPIPM45693PM557,TAPI,Energy Sector,1/12/2025,Site Visit,Kandahar,Spin Boldak,Kandahar,School,2/3/2025,2/7/2025,,Not Applicable,3/7/2024,Completed,Completed,Regular
4781,TAPIPM45694PM558,TAPI,Energy Sector,1/12/2025,Site Visit,Khost,Jaji Maydan,Khost,School,2/4/2025,2/8/2025,,Not applicable,,Completed,Completed,Regular
10688,TAPIPM45695PM559,TAPI,Energy Sector,1/12/2025,Site Visit,Faryab,Shirin Tagab,Faryab,School,2/5/2025,2/9/2025,,Not applicable,,Completed,Completed,Regular
10490,TAPIPM45696PM560,TAPI,Energy Sector,1/12/2025,Site Visit,Samangan,Ruy-e-Duab,Samangan,School,2/6/2025,2/10/2025,,Not applicable,,Cancelled,Cancelled,Regular
4948,TAPIPM45697PM561,TAPI,Energy Sector,1/12/2025,Site Visit,Samangan,Aybak,Samangan,School,2/7/2025,2/11/2025,,Not applicable,,Completed,Completed,Regular
10016,TAPIPM45698PM562,TAPI,Energy Sector,1/12/2025,Site Visit,Kunduz,Qala-e-Zal,Kunduz,School,2/8/2025,2/12/2025,,Not applicable,,Cancelled,Cancelled,Regular
